video_id,title,description,published_at,view_count,like_count,comment_count,duration
Y_MICzHoM6A,Shae Gill | Mera Sawera | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Shae Gill for a performance of ""Mera Sawera"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@shaegilll
https://www.instagram.com/shaegilll/
https://www.facebook.com/Official.Shaegill/
https://twitter.com/shaegilll
https://www.youtube.com/@shaegilll

Anushae Babar Gill, professionally known as Shae Gill, is a 24-year old Pakistani singer born and raised in Lahore. Shae’s journey started in her friend’s room, where she started singing covers of old Pakistani songs and posting them to her Instagram. 

© 2023 Universal Music India Pvt. Ltd.",2023-08-23T10:29:50Z,502625,9425,447,PT3M51S
7DWoVcqayjE,რეზო და ბავშვები X ნინი ბადურაშვილი | ბედნიერების დრო | Coke Studio,"ესეც ახალი სიმღერა  “ბედნიერების დრო”, რეზო და ბავშვებთან და ნინი ბადურაშვილთან ერთად, Coke Studio-სთვის.

🥰 სიმღერის ბოლომდე მოსასმენად, შემოგვიერთდით Coke-Studio-ს Youtube არხზე და დაელოდეთ მომდევნო ჰიტს.",2023-08-19T07:53:53Z,188720,23,3,PT19S
ySUUvrGERCE,რეზო და ბავშვები X ნინი ბადურაშვილი | ბედნიერების დრო | Coke Studio,"მოისმინე Coke Studio-სთვის შექმნილი პირველი ქართული სიმღერა ""ბედნიერების დრო"", რომელიც ზაფხულის ბოლო დღეების ნამდვილ საუნდტრეკად იქცევა.  

🎼 მიიღე ჯადოსნური მუსიკალური გამოცდილება.",2023-08-19T07:53:30Z,186062,357,23,PT3M57S
WEq0bOJaKFM,J.I.D | 2007 | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring J.I.D for a performance of ""2007"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

http://www.Instagram.com/JIDsv
http://www.Facebook.com/JIDsv
http://www.Twitter.com/JIDsv
http://www.TikTok.com/@JIDsv
 https://www.youtube.com/@jid6871

Born and raised in East Atlanta, Grammy nominated J.I.D grew up on his parents’ collection of classic funk/soul LPs, and broke onto the scene with his 2015 EP, DiCaprio. The EP saw him collaborating with hip-hop duo EARTHGANG, whom he’d previously joined on a 2014 tour. Spotted here by J.Cole, J.I.D was promptly signed to Dreamville/Interscope Records. J.I.D’s nimble, head-nodding lyricism and lightning fast flow has awarded him a loyal and cult-like fanbase and his dedication to perfecting the art is sportsman-like, leaving room for him to be one of rap’s greatest in the making.

Music video by JID performing 2007 | Coke Studio  © 2023 Dreamville/Interscope Records",2023-08-18T12:06:46Z,24572,1130,44,PT2M25S
IVIjg3IcFMU,Afroto | 7ALA | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Afroto for a performance of ""7ALA"". 
#CokeStudio #RealMagic

Produced by: Issa and Assouad, Novo

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.instagram.com/afrotomusic/
https://www.facebook.com/afrotooofficial/
https://www.youtube.com/@afrotoofficial-876

Ahmed Mohamed Abdelmageed, also known as ""Afroto"" is an Alexandrian rapper and songwriter.at 26 years old, he started his artistic career by beatboxing, while listening to a variety of rappers that encouraged him to begin writing songs himself. Despite his family objecting his path, he wrote & recorded his first single, Ahmed Ala Esm Geddi - this was just the beginning for Afroto's rise in the industry.

The Basement Records",2023-08-18T12:06:31Z,6088844,18562,498,PT3M26S
6b_1eiq3cAE,Evdeki Saat  | Sustum | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Evdeki Saat for a performance of ""Sustum"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@evdekisaatofficial
https://www.instagram.com/evdekisaat/
https://www.facebook.com/evdekisaat/
https://twitter.com/thehomeclocks
https://www.youtube.com/@EvdekiSaat

One of the rising names of alternative pop, Evdeki Saat was founded in 2014 by Eren Alıcı. Debuting with the song “Biraz Olsun” on YouTube, Evdeki Saat made a name for themselves with the spread of this song by word of mouth. Creating their sound with the songs they wrote and published since then, Evdeki Saat reached a large audience.",2023-08-11T10:01:36Z,127886,1529,69,PT4M15S
yv0pOhi98FQ,Sefo x Simge Sağın I Görmem Böylesini I Coke Studio,"Sefo ve Simge Sağın'ın Coke Studio’ya özel yaptığı “Görmem Böylesini” şimdi yayında!
#CokeStudio #GerçekMucize",2023-08-03T21:13:09Z,14262372,18699,973,PT3M27S
0PdXZl1vkv8,We're Movin’ on up with YUNGBLUD and BNXN. 🎶⚡,️Watch the full performance now on YouTube!,2023-07-28T15:30:29Z,6461,222,6,PT15S
7rgWPFApj08,YUNGBLUD x BNXN | Movin' On Up | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring YUNGBLUD x BNXN for the first ever performance of their co-written song ""Movin' On Up"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://twitter.com/yungblud
https://www.instagram.com/yungblud/
https://www.tiktok.com/@yungblud
https://www.facebook.com/yungblud/
https://www.youtube.com/@yungblud


https://www.instagram.com/toyourears/
https://www.facebook.com/toyourearss 
https://twitter.com/BNXN
https://www.tiktok.com/@bnxn_buju
https://www.youtube.com/@BnxnTYE

Born in Yorkshire, Dominic Harrison began writing his own songs at 10 years old, enticed by the thrill of catharsis and self-expression he couldn’t find anywhere else. Since his self-titled debut EP in 2018, the 25-year-old’s lyrics have found universality in introspection, reckoning with sexuality, gender, class, gentrification and mental illness with disarming honesty in order to encapsulate the spirit of his generation. His fans are legion, and the numbers are reflective of this resonance: Harrison has 7.2 million Spotify Monthly Listeners, 5 million followers on TikTok and total YouTube views in nine figures.

BNXN (fka Buju) is a 26-year-old Afro-fusion singer/songwriter from Lagos, Nigeria. In December 2021 he headlined his first sold out concert after which he released several chart-placing songs such as chart-topping “Finesse” with Pheelz, “Propeller” with Jae5 and British rapper Dave and “Mood” with Wizkid to name a few. In 2022, BNXN won two Headie awards, one for Next Rated artist and one for Best Rap Single for his collaboration “Feeling” with Ladipoe. BNXN is most definitely an artist to watch out for in the years to come as he is believed to have ‘just what the world needs to listen to’ and it is evident in his sound and the global reach of his music.

Music video by YUNGBLUD & BNXN performing Movin On Up | Coke Studio. © 2023 Locomotion Recordings Limited, under exclusive license to Geffen Records",2023-07-28T15:01:32Z,85202,1850,167,PT4M43S
aXSzSz8pUOg,You won’t be able to stop dancing to Coke Studio’s latest bop by Afroto and Shreya. 🤭🎶,Watch the full performance now on YouTube!,2023-07-28T12:30:12Z,97509,8163,43,PT15S
ACgWBey6ZXY,Shreya Ghoshal x Afroto | Sunn Beliya | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring Afroto x Shreya Ghoshal for the first ever performance of their co-written song ""Sunn Beliya"". 
#CokeStudio #RealMagic

Listen to “Sunn Beliya” here: http://CokeStudio.lnk.to/SunnBeliya

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@shreyaghoshal_
https://www.instagram.com/shreyaghoshal/
https://twitter.com/shreyaghoshal
https://www.facebook.com/shreyaghoshal/
https://www.youtube.com/@ShreyaGhoshalOfficial

https://www.instagram.com/afrotomusic/
https://www.facebook.com/afrotooofficial/
https://www.youtube.com/@afrotoofficial-876

Ahmed Mohamed Abdelmageed, also known as ""Afroto. is an Alexandrian rapper and songwriter.at 26 years old, he started his artistic career by beatboxing, while listening to a variety of rappers that encouraged him to begin writing songs himself. Despite his family objecting his path, he wrote & recorded his first single, Ahmed Ala Esm Geddi - this was just the beginning for Afroto's rise in the industry.

Shreya Ghoshal is a versatile and renowned Indian playback singer with over 20 years of experience in the music industry. She debuted with the soundtrack of the film ""Devdas"" and has since worked with several iconic music composers. She has recorded over 3000 songs in 20 languages and has won numerous awards, including four National Film Awards and seven Filmfare awards. Shreya is known for her voice quality, expression, and incredible ability to master pronunciation.

Audio Credits:
Composers: Afroto, Kaushik-Guddu, Issa & Assouad, NOVO
Production: Issa & Assouad, NOVO, Kaushik-Guddu
Lyrics: Afroto, Rashmi Virag

© 2023 Universal Music India",2023-07-28T12:04:20Z,21472594,154481,4985,PT2M55S
Jkw2sG51Xos,mor ve ötesi x Aleyna Tilki I Yaz Yaz Yaz I Coke Studio,"mor ve ötesi ve Aleyna Tilki'nin Coke Studio’ya özel yaptığı “Yaz Yaz Yaz” şimdi yayında!
#CokeStudio #GerçekMucize",2023-07-27T21:00:57Z,12300874,16609,1592,PT3M53S
Ao04TeafTn4,Nasty C | Crazy Crazy | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Nasty C for a performance of ""Crazy Crazy"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@nasty_csa
https://www.instagram.com/nasty_csa/
https://twitter.com/Nasty_CSA
https://www.facebook.com/nastyczzle/
https://www.youtube.com/@NastyC

Nsikayesizwe David Ngcobo, known as Nasty C, is a South African multi-platinum music sensation and award-winning artist who has generated over 1 billion streams globally. Nasty C's talent has garnered international acclaim, leading to his signing with Def Jam Records in 2020. Featuring collaborations with esteemed artists such as T.I., Ari Lennox, Lil Gotit, and Lil Keed, “Zulu Man with Some Power” made an undeniable impact globally, solidifying Nasty C’s position as a force to be reckoned with worldwide. Nasty C is focused on creating his fourth studio album, to be released via Def Jam Records, exhibiting his innovation as a true pioneer and game changer in the African musical landscape.

Music video by Nasty C performing Crazy Crazy | Coke Studio. Def Jam Recordings, Universal Music (Pty) Ltd; © 2022 Universal Music (Pty) Ltd South Africa",2023-07-26T22:01:09Z,2786498,10011,430,PT2M42S
PpxcaZ44gug,Zack Tabudlo | Fool | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Zack Tabudlo for a performance of ""Fool"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@zack.tabudlo
https://www.instagram.com/zack.tabudlo/
https://twitter.com/zacktabudlo/
https://www.facebook.com/IamZackTabudlo/
https://www.youtube.com/@ZackTabudloOfficial/

Zack Tabudlo may be the quintessential Gen Z Southeast Asian star of the new 20s: an alternative-pop and R&B singer, lyricist, multi-instrumentalist, and producer based in the Philippines. In 2022, he emerged as Spotify’s most-streamed local artist in the Philippines, next to Taylor Swift and BTS. Zack has recently become the first Filipino male solo artist to achieve 1 Billion Spotify streams, with multiple songs charting #1 on Spotify’s Global Viral and Billboard’s Hits of The Week PH Chart.

Music video by Zack Tabudlo performing  Fool | Coke Studio. © 2023 Republic Records Philippines, a division of UMG Philippines Inc. A Universal Music Group Company",2023-07-26T12:23:00Z,46350,1053,51,PT5M
47tn1yHKo0o,Cat Burns | Live More & Love More | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Cat Burns for a performance of ""Live More & Love More"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@catburnss
https://www.instagram.com/catburns/
https://twitter.com/catburns
https://www.facebook.com/catburnsmusic
https://www.youtube.com/@CatBurns/

Cat is a 23-year-old platinum-selling singer-songwriter from Streatham, South London. Cat’s remarkable sound has skyrocketed her up the single charts and has earned her many accolades to round off a phenomenal year. With a coveted BRITs Rising Star nomination, a BBC Sound Poll 2023 nod, and Spotify’s Global RADAR artist to her name, Cat is the biggest-selling female artist of 2022 in the UK.

℗ 2023 Since 93 / RCA, a division of Sony Music Entertainment UK Limited",2023-07-26T08:00:11Z,16792,400,17,PT2M55S
x_tmHd3lfXk,Melike Şahin x Hey! Douglas I Sarıl Bana I Coke Studio,Melike Şahin ve Hey! Douglas'ın Coke Studio’ya özel yaptığı “Sarıl Bana” şimdi yayında!,2023-07-20T21:03:04Z,16089390,25691,756,PT3M29S
CWyBqtA7-8k,Camilo | De Adentro Pa Afuera | Coke Studio,"Taste Coke Studio’s new drop, a solo session featuring Camilo for a performance of ""De Adentro Pa Afuera"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.facebook.com/camilomusica
https://twitter.com/camilomusica 
https://www.instagram.com/camilo 
https://www.tiktok.com/@camilo
https://www.youtube.com/@camilo

Equipped with an effortless combination of impeccable songwriting and an intuitive sensibility, Camilo is one of the most influential artists of its generation. Before his debut, the three-time GRAMMY®️ nominee and five-time Latin GRAMMY®️ winner from Medellín, Colombia, wrote and produced smash hits for multiple artists, but it was his music that transcended and provided much-needed healing and happiness to millions. He has multiple # 1 hits and has collaborated with global superstars Shakira, Ozuna, Rauw Alejandro, Shawn Mendes, Selena Gomez, Alejandro Sanz, Camila Cabello, and Myke Towers, among others. His international tours continue to sell out venues.

Music video by Camilo performing Coke Studio Solo Session / De Adentro Pa Afuera (C) 2023 Sony Music Entertainment US Latin LLC/Hecho A Mano Music (HAMM)",2023-07-19T12:00:48Z,2695359,5895,157,PT3M29S
CXHh5hoTfmE,Mert Demir & Bege | Laftan Anlamam | Coke Studio,Mert Demir ve BEGE’nin Coke Studio’ya özel yaptığı “Laftan Anlamam” şimdi yayında!,2023-07-18T07:40:04Z,9848721,1070,150,PT3M4S
4he5kVMg4u4,"Sam Smith, Jessie Reyez and Cat Burns are the ✨PERFECT✨ mix for Real Magic.",Watch their performance now on YouTube­­ ❤️🎶 #CokeStudio #RealMagic,2023-07-14T15:08:34Z,13291,458,16,PT15S
NlQdyCAnag0,Sam Smith x Jessie Reyez x Cat Burns | Perfect | Coke Studio,"Taste Coke Studio’s new drop, a collision session by Sam Smith, Jessie Reyez, and Cat Burns for an in-studio performance of Sam's song ""Perfect"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@samsmith
https://www.instagram.com/samsmith/
https://twitter.com/samsmith
https://www.facebook.com/samsmithworld
https://www.youtube.com/@samsmith

https://www.tiktok.com/@jessiereyez
https://www.instagram.com/jessiereyez
https://twitter.com/Jessiereyez
https://www.facebook.com/JessieReyez/
https://www.youtube.com/@JessieReyez

https://www.tiktok.com/@catburnss
https://www.instagram.com/catburns/
https://twitter.com/catburns
https://www.facebook.com/catburnsmusic
https://www.youtube.com/@CatBurns/

Multi-Platinum, GRAMMY®, BRIT, Golden Globe and Academy Award winning artist/songwriter Sam Smith is one of the most celebrated musical artists to emerge in recent history, and holds a collection of remarkable successes. Sam Smith has enjoyed 38 million album sales, 283 million single sales and 51 billion career streams. Their multi-platinum debut album In the Lonely Hour became the biggest selling debut album of the decade. Sam Smith holds two Guinness World Records – for the most consecutive weeks in the UK Top 10 Album Chart (for their 2014 debut In The Lonely Hour) and for having the first James Bond Theme to reach No.1 on the UK Charts (for the Oscar and Golden Globe winning “Writing’s on the Wall”).

Jessie Reyez is a multi-Platinum, multiple award-winning, celebrated truth speaking, multi-hyphenate - recording artist, songwriter, and electric live performer. Nominated for a Grammy award for Best Urban Contemporary Album for her sophomore EP, Jessie has won 5 Juno Awards for R&B/Soul Recording of The Year, Best Video, and Best New Artist, and this year’s Contemporary R&B Recording of the Year with YESSIE. 

Cat is a 23-year-old platinum-selling singer-songwriter from Streatham, South London. Cat’s remarkable sound has skyrocketed her up the single charts and has earned her many accolades to round off a phenomenal year. With a coveted BRITs Rising Star nomination, a BBC Sound Poll 2023 nod, and Spotify’s Global RADAR artist to her name, Cat is the biggest-selling female artist of 2022 in the UK.

Music video by Sam Smith, Cat Burns, Jessie Reyez performing Perfect (Remix). A Capitol Records UK / EMI recording; © 2023 Universal Music Operations Limited",2023-07-14T07:00:51Z,2515497,8971,293,PT4M
t8W4ebmc-j8,Nasty C x Zack Tabudlo | Fallin' | Coke Studio,"Zach Tabudlo and Nasty C have us falling falling falling for this session ✨❤️

Watch and listen to the full performance on YouTube and Spotify 🎤 🎶",2023-07-10T16:00:55Z,5921,339,7,PT15S
zdz6O0rQMCc,Zack Tabudlo x Nasty C | Fallin' | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring Zack Tabudlo and Nasty C for a performance of their co-written song ""Fallin'"". 
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@nasty_csa
https://www.instagram.com/nasty_csa/
https://twitter.com/Nasty_CSA
https://www.facebook.com/nastyczzle/
https://www.youtube.com/@NastyC

https://www.tiktok.com/@zack.tabudlo
https://www.instagram.com/zack.tabudlo/
https://twitter.com/zacktabudlo/
https://www.facebook.com/IamZackTabudlo/
https://www.youtube.com/@ZackTabudloOfficial/

Nsikayesizwe David Ngcobo, known as Nasty C, is a South African multi-platinum music sensation and award-winning artist who has generated over 1 billion streams globally. Nasty C's talent has garnered international acclaim, leading to his signing with Def Jam Records in 2020. Featuring collaborations with esteemed artists such as T.I., Ari Lennox, Lil Gotit, and Lil Keed, “Zulu Man with Some Power” made an undeniable impact globally, solidifying Nasty C’s position as a force to be reckoned with worldwide. Nasty C is focused on creating his fourth studio album, to be released via Def Jam Records, exhibiting his innovation as a true pioneer and game changer in the African musical landscape.

Zack Tabudlo may be the quintessential Gen Z Southeast Asian star of the new 20s: an alternative-pop and R&B singer, lyricist, multi-instrumentalist, and producer based in the Philippines. In 2022, he emerged as Spotify’s most-streamed local artist in the Philippines, next to Taylor Swift and BTS. Zack has recently become the first Filipino male solo artist to achieve 1 Billion Spotify streams, with multiple songs charting #1 on Spotify’s Global Viral and Billboard’s Hits of The Week PH Chart.

Music video by Zack Tabudlo & Nasty C performing Fallin' | Coke Studio  © 2023 Republic Records Philippines, a division of UMG Philippines Inc. A Universal Music Group Company",2023-07-07T19:54:34Z,5026985,11732,498,PT2M54S
9gV1xGSfZG8,XIN LIU | Boom Tick Boom (Studio Session) | Coke Studio,"Taste Coke Studio’s new drop, a studio session featuring XIN LIU for a special performance of ""Boom Tick Boom"". Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.instagram.com/lyx0420/
https://www.youtube.com/@xinliu420/

XIN LIU is the youngest and most influential singer, producer, and fashion icon in China. She is also a professional street dancer. In 2020, she participated in the second season of the Chinese reality show ""Youth With You"" and debuted as the first place winner and overseas popular champion. She was also named by Forbes China’s Under 30 elites. In 2021, she released her personal album, which sold 54 million copies worldwide and won the global album limited championship.

LYRICS:
B.O.O.M fantasy
真假虚实 Destiny True and false Destiny
Come and do it my way
没什么关系 It doesn't matter
自定义 Define yourself
And only you can see
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Bang Bang Bang（ok）
Rock your body body
Move your body body
Rock your body Everybody gets down yeah
Please queue
开始浑身解数 Start doing everything you can
But somebody checks on
那前方的路 The way ahead
听说从无到有 需要慢慢加注 I heard that from nothing to something, we need refilling slowly
Wanna walk in my shoes and do what I do
每一步 冲动 没什么 Rule Every impulse step There is no Rule
执着的温度 融化冰冷的 Cool Persistent passion melts icy Cool
远方传来 一 阵阵 热烈欢呼 A loud cheer came from the distance
So Imma break it down like only I can do
Do it do it just do it all the way
Do it do it do it all the way
Do it do it just do it all the way
Do it do it do it all the way
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Bang Bang Bang（ok）
Rock your body body
Move your body body
Rock your body Everybody gets down yeah
无拘无束的走 Walk uninhibitedly
再看见 Miracle See Miracle again
预知加速的感受 Predict the feeling of acceleration
新的突破够不够 Is the new breakthrough enough?
每一步冲动 没什么 Rule Every impulse step There is no Rule
执着的温度 融化冰冷的 Cool Persistent passion melts icy Cool
远方传来 一阵阵 热烈欢呼 A loud cheer came from the distance
So Imma break it down like only I can do
Alright Alright Ok
I don't care what people say
水平线 就是 天际线 瞬息万变 This way
The horizontal line is the skyline, rapidly changing. This way
Cuz right now I'm feeling naughty
自转的距离 Distance of rotation
地心力围绕着 Gravity surrounding
All over let's get get it started
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Boom Tick Tick Boom Tick Boom Boom
Rock your body body
Move your body body
Bang Bang Bang（ok）
Rock your body body
Move your body body
Rock your body Everybody gets down yeah

© 2023 Universal Music China",2023-07-07T16:34:38Z,963299,10556,1456,PT2M33S
vVSxT2URWV8,Jon Batiste | Calling Your Name | Coke Studio,"Taste Coke Studio’s new drop, a studio session featuring Jon Batiste for the first live ever performance of his newest single ""Calling Your Name"". 

Listen to Jon Batiste’s new single “Calling Your Name” and order his new album ‘World Music Radio’, out 8.18: https://jon-batiste.lnk.to/WorldMusicRadioID
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/iamjonbatiste
https://www.instagram.com/jonbatiste
https://www.facebook.com/JonBatisteMusic
https://twitter.com/JonBatiste
https://www.youtube.com/jonbatistemusic

Jon Batiste is one of history’s most brilliant, prolific, and accomplished musicians. Batiste studied and received both a B.A. and M.F.A. at the world-renowned Juilliard School in New York City. In 2020, he won an Academy Award for Best Original Score for the Disney/Pixar film SOUL, an honor he shared with fellow composers Trent Reznor and Atticus Ross. He is the second black composer in history, after legendary jazz musician Herbie Hancock, to win an Academy Award for composition. Batiste’s latest studio album, WE ARE, was released in March 2021 to overwhelming critical acclaim. Subsequently, he was nominated for eleven Grammys across seven different categories, a first in Grammy history. He went on to win five of those Grammys, including Album of the Year.

A Verve Records and Interscope Records release; (P) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.

(C) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.",2023-07-05T12:00:47Z,231330,5602,161,PT2M39S
PF9m7WNuXJ0,Evdeki Saat and Shae Gill musical collaboration? A magical hit ✨❤️,Watch the full performance of One Love on YouTube and Spotify 🎤 🎶,2023-06-29T14:05:31Z,90879,4001,36,PT37S
Ul37EtOMh8U,Shae Gill x Evdeki Saat | One Love | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring Shae Gill and Evdeki Saat for the first ever performance of their co-written song ""One Love"". Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@evdekisaatofficial
https://www.instagram.com/evdekisaat/
https://www.facebook.com/evdekisaat/
https://twitter.com/thehomeclocks
https://www.youtube.com/@EvdekiSaat

https://www.tiktok.com/@shaegilll
https://www.instagram.com/shaegilll/
https://www.facebook.com/Official.Shaegill/
https://twitter.com/shaegilll
https://www.youtube.com/@shaegilll

One of the rising names of alternative pop, Evdeki Saat was founded in 2014 by Eren Alıcı. Debuting with the song “Biraz Olsun” on YouTube, Evdeki Saat made a name for themselves with the spread of this song by word of mouth. Creating their sound with the songs they wrote and published since then, Evdeki Saat reached a large audience.

Anushae Babar Gill, professionally known as Shae Gill, is a 24-year old Pakistani singer born and raised in Lahore. Shae’s journey started in her friend’s room, where she started singing covers of old Pakistani songs and posting them to her Instagram. 

LYRICS:
Bilmem insan
Bunu nasıl edebilir ifade
(I don’t know, how can someone express this)
Aklım her an
Bile bile girebilir her hale
(My mind just can enter any kind of mood)
Biz ikimizi saklasak
(What if we hide two of us)
Biraz beklesek
(and we wait for a while)
Ya da uzatmasak
(Or let’s not put the love off)
Bunu diretmesek
(not insist on it - being seperate-)
Ve kalp akla taktı bi kelepçe hep
(And heart has always put a handcuff to the mind)

If you wanna be friends I like that
If you don’t wanna pretend, I like that more
We could be on the run, forever
You’ll be my only one, forever more
My one love, my one love
Swear that I would put no one above ya
If you wanna begin, I like that
My one love, my one love

Sun le
(Listen)
Abhi tau shuru hoye ye rastay
(Our paths have just begun)
Hongai in kahaniyon ke charchay
(This story will be talked about everywhere)
O sun le, o sun le
(Just listen, Just listen)
Sun le, saari baatein karle tu khul k
(Listen, just say it out loud)
Kabhi dil ki khabar bhi tou le
(Just once look into your heart)
Kya kahe, yeh kya kahe
(What does it say, what does it say?)
Silsilay phir kyun na milay
(Why wouldn’t our streamlet meet)
Jab dil ki sabhi
(When everything that’s in our heart)
Sar-e-aam bhi dikhay
(Is out in the open)

If you wanna be friends I like that
If you don’t wanna pretend, I like that more
We could be on the run, forever
You’ll be my only one, forever more
My one love, my one love
Swear that I would put no one above ya
If you wanna begin, I like that
My one love, my one love

© 2023 Universal Music Turkey",2023-06-23T12:01:19Z,4473069,90759,2732,PT3M25S
