video_id,title,description,published_at,view_count,like_count,comment_count,duration
xH6jwSDQ7GU,Making Of: A Kind Of Magic (Coke Studio Performance for the FIFA World Cup 2022™️),"Go behind the scenes at Coke Studio for a new performance of Queen’s A Kind of Magic for Coca-Cola’s FIFA World Cup 2022™ campaign featuring Danna Paola, Felukah, and Tamtam. 

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music of our artists.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudioglobal
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-10-25T13:48:19Z,1589,71,1,PT1M11S
y8St9WTtk_Y,Coming Soon: A Kind Of Magic (Coke Studio Performance for the FIFA World Cup 2022™️),"Coming soon from Coke Studio: a new performance of Queen’s A Kind of Magic for Coca-Cola’s FIFA World Cup 2022™ campaign featuring Danna Paola, Felukah, and Tamtam. 

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music of our artists.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudioglobal
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-10-19T16:47:29Z,3995,215,16,PT1M
Br0S-8bCCGU,"A Kind of Magic - Danna Paola, Felukah, Tamtam (Coke Studio Performance For FIFA World Cup™)","Check out a new performance of Queen’s A Kind of Magic for Coca-Cola’s FIFA World Cup 2022™ campaign featuring Danna Paola, Felukah, and Tamtam. 

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music of our artists.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudioglobal
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-10-19T16:46:45Z,1476821,3890,281,PT2M37S
0GuCWKibjeI,Coke Studio Live: Makk,"Makk is a rapper from Fort Worth, TX who fell in love with hip-hop culture as a child. While she's made music for over six years, she hasn't dedicated her attention to building a social media following until this year, and has seen big growth. We chose Makk for Coke Studio because her music speaks to the dreamers and over-thinkers, always coming from a place of honesty and awareness.",2022-10-13T13:02:25Z,1288,33,0,PT2M2S
A2l3S_2JVq8,Coke Studio Live: Damoyee,"DAMOYEE is an award-winning, multi-hyphenate music artist from Dallas, TX currently attending the Berklee College of Music. DAMOYEE is an adept multi-instrumentalist and vocalist, who pulls from her classically trained background. We chose DAMOYEE for Coke Studio because of her angelic vocals, ethereal harmonies and talent for songwriting.",2022-10-13T13:02:21Z,963,22,2,PT3M30S
7NLWpnbMsD8,"Coke Studio: Creative Collab ""Real Magic"" (Switzerland)","The four finalists of Switzerland’s Coke Studio Soundcheck 2022 have written and interpreted their thoughts and ideas into a beat that touches all musical genres, from Afro Beat and Hip Hop to Pop Soul and Neo Punk. Each artist prepared and performed their own vocal part, and the result is an amazing and unique creative collab between the four, which we present to you here. Enjoy!

More information on the Coke Studio Soundcheck: https://cokestudiosoundcheck.ch
 
Finalists: 
- Naveni (@naveni, https://instagram.com/naveni.artist)
- Nicky B Fly (@NickyBFly, https://instagram.com/nickybfly)
- Pablo (https://instagram.com/pablorime)
- Longsleeve and the weirdboys (@longsleeveandtheweirdboys524, https://instagram.com/longsleeve.and.the.weirdboys)
 
Directive: Capitano Music GmbH (https://capitano-music.ch) 
Visual Production: Nektar TV (https://nektar.tv)
Musical Production: Benjamin Widmer, Gian Rosen, Yosef Akdil 

#cokestudio  #cokestudiosoundcheck #cocacola #realmagic 
 
©2022 The Coca-Cola Company. All rights reserved. COCA-COLA, COKE, the Contour Bottle are registered trademarks of The Coca-Cola Company.",2022-10-08T18:30:09Z,1523,22,0,PT3M56S
W0C7enOpQU0,"Coke Studio London: ""The Drop - Dance Special"" with HRVY","​​Coke Studio have teamed up with Yinka Bokinni to host a special episode of ‘The Drop’, live from London.​​

​Answering challenges from our Coke vending machine, watch HRVY put an EDM twist on some classic moves — with the help of a very unusual dance partner.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

#CokeStudio #RealMagic 

 ©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.​",2022-10-07T22:00:38Z,4611,2357,0,PT3M19S
8xbaoSd4GPg,"Coke Studio London: ""The Drop"" with HRVY","Join Yinka Bokinni and special guest HRVY live from Coke Studio London. ​​

​Can pop sensation HRVY still make a banger without any instruments whatsoever? Find out this and more as the artist takes on our quiz master vending machine in brand-new gameshow, ‘The Drop’.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

​#CokeStudio #RealMagic​

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.​",2022-10-03T22:15:01Z,1621,41,2,PT4M3S
xz_L2hmDEcQ,"Coke Studio at @tomorrowland: ""The Drop"" with ​@WandWmusic","We put EDM DJs @WandWmusic through their paces as they faced the Coke vending machine in our new gameshow, ‘The Drop’.

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic #Tomorrowland

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-23T22:00:33Z,1736,50,6,PT3M22S
31Zdp2s8ISw,"Coke Studio at @tomorrowland: ""The Drop"" with @dimitrivegasandlikemike","@dimitrivegasandlikemike are put under pressure by the Coke vending machine as they join @YinkaBokinni at Coke Studio Tomorrowland in our new gameshow, ‘The Drop.’​

​Find out how the duo do as they battle against the odds and reveal a secret about granny pants and their lucky DJ socks!​

​The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

​Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

​Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

​#CokeStudio #RealMagic​ #Tomorrowland

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-20T12:19:09Z,3741,120,3,PT3M13S
e8GdHC6a66c,"Coke Studio at @tomorrowland: ""The Drop"" with @ofenbachmusic","French DJ duo @ofenbachmusic test out their whistling abilities in our new gameshow ‘The Drop.’ 

Joining our host @YinkaBokinni at Coke Studio Tomorrowland, the pair meet their match as they compete against the Coke vending machine.

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic #Tomorrowland

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-17T22:00:16Z,1144,17,0,PT4M26S
axvwwcYqN60,"Coke Studio at Lollapalooza Paris: ""The Drop"" with Fauozia","Ever seen Faouzia serenade a Coke vending machine in French? ​​

Neither had we...until now.​​

Faouzia, fresh off the stage at Lollapalooza Paris, joins our host Yinka Bokinni in the Coke Studio for an episode of 'The Drop' – the gameshow that pits musicians against the Coke vending machine challenge master.​​

Watch to see how Faouzia got on.​​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

​Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

​Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

​#CokeStudio #RealMagic​ 

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-15T22:00:01Z,4751,227,13,PT4M56S
P7kXh2CGOGw,"Coke Studio at @tomorrowland: ""The Drop"" with @LostFrequencies","Watch as Belgian DJ Lost Frequencies battles against the clock and proves himself a talented crayon artist as he takes on the Coke vending machine in our new gameshow, ‘The Drop’.

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic 

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-14T11:46:09Z,2144,44,4,PT4M16S
05rYNqosnCg,"Coke Studio at @tomorrowland: ""The Drop"" with @SteveAoki","Coke Studio teamed up with @YinkaBokinni at this year’s Tomorrowland festival to create some real magic. 

Watch as EDM royalty, Steve Aoki, joins Yinka in the Coke Studio and shows off his skills on the recorder as he faces the Coke vending machine in our new gameshow, ‘The Drop.’

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic #Tomorrowland

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-10T22:00:00Z,4998,324,1,PT4M15S
t0-r4vrU1bc,"Coke Studio at @tomorrowland: Best of ""The Drop""","Watch the best of ‘The Drop’ – the new gameshow from Coke Studio that pits music legends against our very own Coke vending machine challenge master. ​

Hosted by @YinkaBokinni, ‘The Drop’ challenges artists’ creativity, wits and patience as they try to beat ‘The Drop’.​

Catch the best of @dimitrivegasandlikemike, @SteveAoki, @LostFrequencies, @WandWmusic, and @ofenbachmusic versus the Coke vending machine from Coke Studio @tomorrowland.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​​

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​​

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

#CokeStudio #RealMagic #Tomorrowland​

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-09-09T22:00:35Z,18590,48,2,PT1M33S
HZ4Lp5MH5qw,"Coke Studio Soundcheck: Longsleeve and the weird boys - ""CHILDISH""",,2022-09-06T22:00:12Z,741,40,4,PT3M24S
60abCcqgzZw,"Coke Studio Soundcheck: Young Christy - ""Je connais ta valeur""",,2022-09-06T22:00:06Z,667,18,1,PT3M1S
ftyIvmVoqCs,"Coke Studio Soundcheck: Naveni - ""I See""",,2022-09-06T22:00:17Z,2007,419,2,PT3M8S
jw_N-6Hyg58,"Coke Studio Soundcheck: Diamante - ""Magia""",,2022-09-06T22:00:23Z,713,23,6,PT3M5S
P8qwCAEyw1c,"Coke Studio Soundcheck: Arpia Dilurio - ""False pride""",,2022-09-06T22:00:12Z,886,14,3,PT2M47S
YeuLnbGq-sM,"Coke Studio Soundcheck: QUINNE - ""Leggo""",,2022-09-06T22:00:23Z,1707,48,3,PT2M41S
EDdm0NK5MHI,"Coke Studio Soundcheck: Echotypes - ""I found you""",,2022-09-06T22:00:03Z,1748,40,7,PT3M18S
2ACJ0IMTloY,"Coke Studio  Soundcheck: Rhea König - ""Dancing on wires""",,2022-09-06T22:00:02Z,1390,637,1,PT3M4S
aaSQfH0_aKQ,"Coke Studio Soundcheck: Nicky B Fly - ""Compliqué""",,2022-09-06T22:00:01Z,2257,51,7,PT3M13S
bp8uDsyDj6U,"Coke Studio Soundcheck: xthedoc - ""Gelatti""",,2022-09-06T22:00:16Z,722,11,1,PT1M47S
Yo3s7UEPXVE,"Coke Studio Soundcheck: Murphy - ""Chocolat""",,2022-09-06T22:00:16Z,656,24,5,PT2M36S
wA7Sd9YfNoo,Coke Studio Soundcheck: Pablo,,2022-09-06T22:00:32Z,1238,29,3,PT3M34S
aEElSXGuE6E,Ekin Beril - Tamam (Live Performance at Coke Studio),"Ekin Beril performs her track ""Tamam"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ekin Beril: Singer, songwriter and multi-instrumentalist with an edgy look and electro indie inspired sound. Interested in music since her childhood, during the years she was studying, she wanted to discover new ways of creating music. She broke viewing records and caught the media’s attention with her musical creation and video production abilities. She reached hundreds of thousands of followers. In a very short time, she made her name known as the leading artist in her genre.""

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/EkinBerilmusic",2022-08-19T17:00:01Z,13578,286,24,PT2M53S
1TCkWuk0hC8,Tems - Vibe Out (Live Performance at Coke Studio Global),"Tems performs her track ""Vibe Out"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic. 

About Tems: Ranked #1 on the Billboard Next Big Sound chart in 2021, leading the way for Afrobeats’ global takeover. 350m audio streams. A billion worldwide video views. A platinum record for Essence, her collaboration with Wiz Kid…The list of accolades that Nigerian singer, producer & songwriter Tems has achieved in a short space of time could go on and on.""

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/channel/UCWfi5ELXGAe-DCA6cOP3aNw",2022-08-19T17:00:02Z,46140,1372,96,PT4M9S
PRKpCImv2nc,TRI.BE - TRUE (Live Performance at Coke Studio),"TRI.BE perform their track ""TRUE"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic. 

About TRI.BE: One of Rolling Stone’s top 10 best Kpop debuts of 2021. TRI.BE [trai-bi] is a combination of the geometrically most perfect shape ""Triangle"" and the word ""Being"" for existence, meaning ""The Most Perfect Existence"". TRI.BE aims to convey the message ""We are perfect as we are"" by portraying an image of ""myself"" as it is without wavering in the view of others. TRI.BE consists of seven members - SongSun, JinHa, HyunBin, SoEun, Kelly, Jia and MiRe - who speak and sing in English, Chinese, Japanese, and Korean.""

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TRIBE_2021",2022-08-19T17:00:29Z,65362,3311,143,PT3M18S
uuRcy01LTao,Griff - Shade of Yellow (Live Performance at Coke Studio),"Griff performs her track ""Shade of Yellow"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Griff: NME Radar Award winner 2022 and Brits Rising Star winner 2021.Griff has without doubt been the breakthrough sound of the year. The Brit Award winning artist, producer, designer and all-round star became the first female artist to go top 5 with a mixtape on 2021’s acclaimed ‘One Foot In Front Of The Other’: featuring the anthemic hit ‘Black Hole’, Griff followed up with recent single ‘One Night’, before finally taking her astonishingly accomplished live show out on the road for her first official live shows.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/wiffygriffy",2022-08-19T17:00:35Z,13882,415,17,PT3M42S
M0_Sy-hy77c,Ari Lennox - Whipped Cream (Live Performance at Coke Studio Global),"Ari Lennox performs her track ""Whipped Cream"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ari Lennox: Grammy winning, empowering R&B artist who placed on BET’s Future 40 list. The heiress to the raw and real giants of soul music, Ari Lennox is here to stay. The D.C.-born singer-songwriter catapulted to success in 2019 through her debut album, Shea Butter Baby. The project, now with over 1.3 billion global streams, spawned major hits: the RIAA platinum-certified title track, featuring Dreamville label head and marquee artist, J. Cole, the fan-favorite, gold-certified singles “BMO"" and ""Whipped Cream,"" and ""Up Late,"" whose intimate video drew praise from ESSENCE, Noisey, Pitchfork, and Billboard.""

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/arilennox",2022-08-19T17:00:12Z,14851,656,29,PT3M56S
Icnpq6cD3ic,Mariah Angeliq - Perreito (Live Performance at Coke Studio),"Mariah Angeliq performs her track """"Perreito"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic. 

About Mariah Angeliq: Unapologetic breakthrough Latin Urban Pop powerhouse. Bilingual singer-songwriter Mariah Angeliq is the fastest growing and leading female voice of the new class of Gen-Z Latin urban artists. At just the age of 22, and with only 3 years of a professional career under her belt, Mariah Angeliq already counts with over 4.4B career streams and 20 million aggregated fans and listeners globally across all platforms. Also known as The Princess of Miami, Mariah is credited with helping restore the powerful swagger of female reggaeton and inspiring young women and men alike to be bold and fearless.

#CokeStudio #RealMagic #CokeMusic #cokestudiolive 

https://www.youtube.com/c/MARIAHOfficial",2022-07-29T17:00:22Z,16120,1853,13,PT2M11S
ZnU__nepi2c,TRI.BE - DOOM DOOM TA (Live Performance at Coke Studio),"TRI.BE perform their track """"DOOM DOOM TA"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic. 

About TRI.BE: One of Rolling Stone’s top 10 best Kpop debuts of 2021. TRI.BE [trai-bi] is a combination of the geometrically most perfect shape """"Triangle"""" and the word """"Being"""" for existence, meaning """"The Most Perfect Existence"""". TRI.BE aims to convey the message """"We are perfect as we are"""" by portraying an image of """"myself"""" as it is without wavering in the view of others. TRI.BE consists of seven members - SongSun, JinHa, HyunBin, SoEun, Kelly, Jia and MiRe - who speak and sing in English, Chinese, Japanese, and Korean.

#CokeStudio #RealMagic #CokeMusic #cokestudiolive 

https://www.youtube.com/c/TRIBE_2021",2022-07-29T17:00:19Z,493438,19597,240,PT3M29S
DagJNRSBpPY,Tesher - Jalebi Baby (Live Performance at Coke Studio),"Tesher performs his track """"Jalebi Baby"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Tesher: TikTok phenomenon taking the Desi hip hop world by storm. Tesher, a multilingual rapper, singer, songwriter, producer and sound engineer is bringing South Asian influences to the global soundscape in ways never heard before. His Canadian upbringing and Indian heritage have led him to create genre-defying and energetic music that resonates with audiences beyond his dual identity. Following in the footsteps of K-Pop and Latin acts before him, Tesher authentically bridges the gap between the cultures - owning the narrative and his South Asian identity through his innovative globe-trotting music.

#CokeStudio #RealMagic #CokeMusic #cokestudiolive 

https://www.youtube.com/c/TesherMusic",2022-07-29T17:00:08Z,149734,2256,39,PT3M26S
gnHfyKrk_x8,Griff - Black Hole (Live Performance at Coke Studio),"Griff performs her track """"Black Hole"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Griff: NME Radar Award winner 2022 and Brits Rising Star winner 2021.Griff has without doubt been the breakthrough sound of the year. The Brit Award winning artist, producer, designer and all-round star became the first female artist to go top 5 with a mixtape on 2021’s acclaimed ‘One Foot In Front Of The Other’: featuring the anthemic hit ‘Black Hole’, Griff followed up with recent single ‘One Night’, before finally taking her astonishingly accomplished live show out on the road for her first official live shows.

#CokeStudio #RealMagic #CokeMusic #cokestudiolive 

https://www.youtube.com/c/wiffygriffy",2022-07-29T17:00:23Z,8057,207,11,PT3M39S
_thx1bbhpqs,Tems - Interference (Live Performance at Coke Studio Global),"Tems performs her track """"Interference"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic. 

About Tems: Ranked #1 on the Billboard Next Big Sound chart in 2021, leading the way for Afrobeats’ global takeover. 350m audio streams. A billion worldwide video views. A platinum record for Essence, her collaboration with Wiz Kid…The list of accolades that Nigerian singer, producer & songwriter Tems has achieved in a short space of time could go on and on.

#CokeStudio #RealMagic #CokeMusic #cokestudiolive 

https://www.youtube.com/channel/UCWfi5ELXGAe-DCA6cOP3aNw/featured",2022-07-29T17:00:21Z,133500,3563,190,PT3M25S
CTFy-daA3eU,Ari Lennox - Static (Live Performance at Coke Studio),"Ari Lennox performs her track """"Static"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ari Lennox: Grammy winning, empowering R&B artist who placed on BET’s Future 40 list. The heiress to the raw and real giants of soul music, Ari Lennox is here to stay. The D.C.-born singer-songwriter catapulted to success in 2019 through her debut album, Shea Butter Baby. The project, now with over 1.3 billion global streams, spawned major hits: the RIAA platinum-certified title track, featuring Dreamville label head and marquee artist, J. Cole, the fan-favorite, gold-certified singles “BMO"""" and """"Whipped Cream,"""" and """"Up Late,"""" whose intimate video drew praise from ESSENCE, Noisey, Pitchfork, and Billboard.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/arilennox",2022-07-29T17:00:16Z,13720,591,40,PT3M55S
itFS00_UxaY,Ekin Beril - Fırtına (Live Performance at Coke Studio Global),"Ekin Beril performs her track """"Fırtına"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Ekin Beril: Singer, songwriter and multi-instrumentalist with an edgy look and electro indie inspired sound. Interested in music since her childhood, during the years she was studying, she wanted to discover new ways of creating music. She broke viewing records and caught the media’s attention with her musical creation and video production abilities. She reached hundreds of thousands of followers. In a very short time, she made her name known as the leading artist in her genre.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/EkinBerilmusic",2022-07-29T17:00:24Z,9930,230,13,PT3M52S
Erm4V-rS0Ec,Inside Coke Studio With Mariah Angeliq - Behind the Scenes,"Go behind the scenes with Mariah Angeliq at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Mariah Angeliq: Unapologetic breakthrough Latin Urban Pop powerhouse. Bilingual singer-songwriter Mariah Angeliq is the fastest growing and leading female voice of the new class of Gen-Z Latin urban artists. At just the age of 22, and with only 3 years of a professional career under her belt, Mariah Angeliq already counts with over 4.4B career streams and 20 million aggregated fans and listeners globally across all platforms. Also known as The Princess of Miami, Mariah is credited with helping restore the powerful swagger of female reggaeton and inspiring young women and men alike to be bold and fearless.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/MARIAHOfficial",2022-05-19T17:31:54Z,5839,71,4,PT1M
ZJqvlUtY2lw,Inside Coke Studio With Tems - Behind the Scenes,"Go behind the scenes with Tems at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Tems: Ranked #1 on the Billboard Next Big Sound chart in 2021, leading the way for Afrobeats’ global takeover. 350m audio streams. A billion worldwide video views. A platinum record for Essence, her collaboration with Wiz Kid…The list of accolades that Nigerian singer, producer & songwriter Tems has achieved in a short space of time could go on and on.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/channel/UCWfi5ELXGAe-DCA6cOP3aNw",2022-05-19T17:31:45Z,7912,181,6,PT58S
I6HrKKMzk-0,The Conductor - A Kind of Magic | Coke Studio,"Coca-Cola’s Real Magic is about making us feel in sync. Enjoy Ari Lennox, Griff, Tesher, Mariah Angeliq, Tems, TRI.BE and Ekin Beril joining together to interpret Queen’s ""A Kind Of Magic"" for the launch of Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudioglobal
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-05-19T17:32:27Z,14033511,8742,481,PT1M55S
Iv-7JoXXHnA,Ari Lennox - A Kind Of Magic (Live Performance at Coke Studio),"Ari Lennox performs her version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About Ari Lennox: Grammy winning, empowering R&B artist who placed on BET’s Future 40 list. The heiress to the raw and real giants of soul music, Ari Lennox is here to stay. The D.C.-born singer-songwriter catapulted to success in 2019 through her debut album, Shea Butter Baby. The project, now with over 1.3 billion global streams, spawned major hits: the RIAA platinum-certified title track, featuring Dreamville label head and marquee artist, J. Cole, the fan-favorite, gold-certified singles “BMO"""" and """"Whipped Cream,"""" and """"Up Late,"""" whose intimate video drew praise from ESSENCE, Noisey, Pitchfork, and Billboard.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/channel/UCOn2dX5vvY9OAVJMx2ti2RQ

℗ & ©️ 2022 Dreamville/Interscope Records/The Coca-Cola Company",2022-05-19T17:32:31Z,37531,1112,70,PT3M52S
VlbNwPMFlo8,TRI.BE - A Kind Of Magic (Live Performance at Coke Studio),"TRI.BE perform their version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About TRI.BE: One of Rolling Stone’s top 10 best Kpop debuts of 2021. TRI.BE [trai-bi] is a combination of the geometrically most perfect shape """"Triangle"""" and the word """"Being"""" for existence, meaning """"The Most Perfect Existence"""". TRI.BE aims to convey the message """"We are perfect as we are"""" by portraying an image of """"myself"""" as it is without wavering in the view of others. TRI.BE consists of seven members - SongSun, JinHa, HyunBin, SoEun, Kelly, Jia and MiRe - who speak and sing in English, Chinese, Japanese, and Korean.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TRIBE_2021

℗ & ©️ 2022 Universal Music Ltd./The Coca-Cola Company",2022-05-19T17:32:09Z,259352,11333,487,PT3M38S
N3tjlgEmox0,Griff - A Kind Of Magic (Live Performance at Coke Studio),"Griff performs her version of Queen's """"A Kind Of Magic"""" at Coke Studio. Check out this take on the legendary hit song and experience Coca-Cola’s Real Magic.

About Griff: NME Radar Award winner 2022 and Brits Rising Star winner 2021.Griff has without doubt been the breakthrough sound of the year. The Brit Award winning artist, producer, designer and all-round star became the first female artist to go top 5 with a mixtape on 2021’s acclaimed ‘One Foot In Front Of The Other’: featuring the anthemic hit ‘Black Hole’, Griff followed up with recent single ‘One Night’, before finally taking her astonishingly accomplished live show out on the road for her first official live shows.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/wiffygriffy

℗ & ©️, 2022 Griff under exclusive license to Warner Music UK Ltd",2022-05-19T17:32:21Z,69890,1400,46,PT2M23S
